Emotion,Text
joy,awkward hous chat hour
joy,share what heart facetofac bring joy cant quit captur pen
sadness,dont know hope wasnt tinker didnt lookil figur one process elimin
fear,dreamt famili troubl face mani difficulti
joy,funer tomorrow great way begin decemb
joy,china win asian olymp game
joy,anoth day full annoy peopl tomorrow
anger,make poor make poorer make rich make
joy,xoxoxo slam dunk scream bratti kid
neutral,forgiv darl im tire
joy,shape thought becom think mind pure follow like shadow never leav anonym
joy,semiawak two hour
sadness,friday nope thursday
joy,takin one slut outta life movin lookin good girl team hasnt ran thru
sadness,somewher starv cat know food thief feel
fear,day good sister bandit set fire buse neighborhood
joy,anoth day school peopl cant stand
surprise,feel bad dude sometim mean chick trick dude cant even chanc til tooooo late
surprise,thought better guess wrong
sadness,she bird he bird want bird
fear,threaten anoth person
joy,endur night cometh morn
surprise,get hous tomorro she sleep know perfect way wakeh
surprise,excit boy arriv home see littl
joy,greatest present give season present peopl one wsourc build pillar radiat
sadness,chunk tree light go store ahhhhhh
sadness,cut camp bracelet sad ritual mu reeeeaaalllyy dedic play
sadness,phone turn wont get talk brother get home use phone
shame,doubtless later year would glad embarrass care
disgust,work empti trash women bathroom find tube vagisil floor
sadness,marriag crise boredom
sadness,fluteteach replac new one
neutral,ok stop nowit time danc class
sadness,im sorri didnt reconfirm time gave away half seat
sadness,miss footbal aint tv
surprise,end great day gon na meet friend tomorrow pretti good day wait
surprise,audio script file corrupt ive wait get home work ill edit hard copi retyp
joy,gone go rest act morn sike smh
fear,day christma organ instrument station play loop mom offic must bad passeng go
joy,happi last minut thanksgiv mountain time us happi happi other
joy,happi smile
surprise,ye pleas enjoy thanksgiv black friday
fear,drunkard barg room friend run order get away alon could see hand come toward
sadness,im embarrass forgot complet im terribl sorri
joy,welcom birthday parti happi come
sadness,miss footbal season aca
fear,look forward dude plu iv get past tonight
sadness,friend told cousin girlfriend said treat mean nasti way surpris front peopl alway treat friendli way sad
joy,day remind first day ever got pussi
joy,got speak love life today
surprise,net terug van het shoppen ik benijd sinterklaa niet wat heeft die man een zwaar beroep zie maar een iet leuk te vinden
fear,food store safeti offic felt dismay frustrat see journal member staff wear inappropri jewelleri high risk area hair kept within hat
surprise,peek jaana teredad k passrt great idea surpriz given dad
joy,happi thanksgiv love heho
disgust,yall could seen total look face yall would like wrong wit
fear,giant sit chest wont get stop wuss
joy,there power blood jesu your father scream come home reach hand
joy,two thumb wont touch court tomorrow chick
surprise,hey one hour take birth control im starv kid happen everi day
anger,cheek look smirk swear catch guy chill chivalri actual kill
surprise,morgen nog school vrijdag vrij op vrijdag leren iet doen aan de surpris
surprise,car door frozen morn surpris
sadness,stare torment furi despair face knew clare would forgiv
joy,someon bu sit rap
joy,found two culmit final aka hardest one day
fear,afraid make mistak
anger,know im blabbermouth think john
joy,even close tire im wake
joy,make happi love lipstick muchnbett high end mac
neutral,yeah pretti big guy play goali
surprise,fun night chuck e chees great birthday thank love yall
sadness,im go miss littl brother much go colleg
sadness,brother leav cutest niec ever
fear,merri happi new medial parti
fear,shit hit fan
surprise,ta vu bon la tradit veut quil moffr mon calendri depui que je nhabit plu chez eux mai l
sadness,didnt get blue mm pack
joy,look like gon na anoth late night homework sleep
fear,im afraid dark
sadness,find girlfriend relationship anoth girl
joy,watch littl boy find advent calend
surprise,itll blow away guarante wont even expect
joy,good night happi decemb
sadness,never true u never felt true u left
joy,dec joy world boy girl peopl everywher see joy memariah
neutral,bob
joy,tweet tupac line remind step dad call tupac
joy,express becam dreami ecstat
joy,black friday shop win
fear,ima keep honest im tire settl
anger,ell got ta set rule bed guess
sadness,sinc move dorm ive spend free time boyfriend hardli see old high school friend sever bad incid past best friend
anger,im wonder u doingi feel bit tension last week
sadness,sad im effin sad life unfair
joy,long day ahead woke feel like shite
sadness,awkward moment bag wallet get lock french room
joy,help mom yardwork put christma stuff
joy,rememb work express black friday
disgust,sometim go hooter see ol dusti pervert work prey naiv young girl smh
sadness,last mcc ever tomorrow mani peopl arent go
sadness,miss famili matter step step
sadness,ryan spent one night roof rememb bitter anguish
joy,pass exam fail last year
joy,happi met year old ladi still play video game
joy,feel get havent seen love one long time drop surpris visit
joy,el hightlight del fin de semana fue el clavado de en la piscina de jajajajaja staba pgrabarlo
neutral,oh ari mean pay invit go tonight let go dutch pay way insist
sadness,somtim wish better life good one smile
sadness,im sorri dont accept credit card cash
joy,cant agre
sadness,hous nice afford lump sum
sadness,gosh miss footbal much
fear,nightmar war freak fuck right
sadness,top floor old hous cold miser
joy,ye glad chanc
joy,het kost een paar smsje vr buiten je bundel maar dan heb je wel een vrije woensdagavond
sadness,dont know what sad ask brother drive somewher im year older dont even g
surprise,year old cousin didnt go model school didnt feel like paperwork want get marri soon
fear,grip fear oddli apt phrase time feel like fear grip like your grip fear
sadness,bye novemb time start holiday homework
joy,love jen give back time rt right make someon smile
disgust,love crazylmao effin liar he get nerv ps justin
sadness,crash car scrap fault feel depress miss car
surprise,think go happi girl tomorrow
joy,love drive home see christma light
joy,set intentionsdo adjust ur mindset accordingli check ego doormonday
fear,prepar master thesi scare would accomplish anyth subject rather difficult
joy,hurt aint gonn lie doesnt hurt bad could
sadness,mom think flu may may show later
joy,gave one kid firm shop cop christma excit
joy,usual rs note bu ticket still
surprise,less person gloria estefan rang startl publish leav london order olog book crazi commerci
joy,week half ill disneyland got ta get coupl final
sadness,know im sorri rt betteril tri forgiv big
sadness,guy miss free shot nick got right left
anger,got journal done vocabulari sentenc took shower brush teeth mayb get bed
joy,feel dizzi feel nauseou head hurt like bitch
joy,help mom decor hous listen xma music
joy,oooh got red mist sign last night even pat c harrog
anger,swear one person come tri get prom date might explod
neutral,come dress anyth sixti
neutral,librari card right
joy,got young dog
surprise,pleas said ianth temporarili littl bewild penelop appear unconvent cloth
joy,best thing thanksgiv dinner besid eat mom dad cook togeth kitchen
sadness,saddest moment life lost younger sister year back
joy,zoo lyk dat rt buhahaha funni toy jonni bravo lyk u go kill urself rt nice pa
joy,lab final tomorrow
fear,hunt lost fog mountain
sadness,watch last episodei cri im still cri everi end sad
surprise,freez rain princ edward counti
anger,made mistak exam
fear,readi watch burrcat kick ass bob
anger,furiou mr clark break news hold press confer
sadness,notic obviou mark old age neg sens close rel mine
surprise,new cave stori updat steam almost readi your go love one
fear,ali there strang guy keep come around he three time week
surprise,got ta love littl brother spoil parti
surprise,nog een leuk cadeautj nodig voor je geliefd voor kijk dan op candybagsnl
joy,word left go media busi coursework
disgust,upper back pull greati feel like contortionist couldnt get anyth right
sadness,mother death
anger,one day roommat start imit done hour back got angri start beat
joy,deliv christma packag famili need seen kid excit
surprise,love know exactli junki
surprise,see cousin girlfriend bu live calgari
joy,page save rest tomorrow
joy,mid term begin next week
disgust,walk barbershop guy look like im piec meat
joy,glad im final stand indonesian land
anger,remind giant fan guy need step
joy,soon birthday today well come
joy,commun day long
joy,bcpe new women christma christma sweater shirt nutcrack st famili st christma parti christma music day
sadness,ouch thought youd less focus n focus booti
sadness,loss close friend rel feel grief away home
